Compactado,Cotista,Numero,Data,Cotas
"Z100052","033841","A300418","08/12/99 00:00:00",1
"Z100027","039450","A300419","07/02/97 00:00:00",1
"Z100030","091285","A300427","07/02/97 00:00:00",1
"Z100054","066740","A300431","12/09/99 00:00:00",1
"Z100016","079510","A300432","06/01/95 00:00:00",1
"Z100075","081150","A300434","11/24/99 00:00:00",1
"Z100015","066741","A300435","05/04/95 00:00:00",1
"Z100030","091285","A300437","07/02/97 00:00:00",1
"Z100027","039450","A300438","07/02/97 00:00:00",1
"Z100069","066800","A300439","02/25/99 00:00:00",1
"Z100029","036580","A300442","07/02/97 00:00:00",1
"Z100016","079510","A300444","06/01/95 00:00:00",1
"Z100054","066740","A300445","12/09/99 00:00:00",1
"Z100054","066740","A300446","12/09/99 00:00:00",1
"Z100053","066741","A300449","08/13/99 00:00:00",1
"Z100069","066800","A300452","02/25/99 00:00:00",1
"Z100016","079510","A300453","06/01/95 00:00:00",1
"Z100030","091285","A300458","07/02/97 00:00:00",1
"Z100054","066740","A300460","12/09/99 00:00:00",1
"Z100030","091285","A300461","07/02/97 00:00:00",1
"Z100054","066740","A300469","12/09/99 00:00:00",1
"Z100028","028820","A300470","07/02/97 00:00:00",1
"Z200002","085540","A300473","12/23/99 00:00:00",1
"Z100030","091285","A300475","07/02/97 00:00:00",1
"Z100029","036580","A300478","07/02/97 00:00:00",1
"Z100030","091285","A300479","07/02/97 00:00:00",1
"Z100053","066741","A300482","08/13/99 00:00:00",1
"Z100054","066740","A300483","12/09/99 00:00:00",1
"Z100028","028820","A300484","07/02/97 00:00:00",1
"Z100014","014995","A300486","05/04/95 00:00:00",1
"Z100051","079510","A300487","08/12/99 00:00:00",1
"Z100030","091285","A300491","07/02/97 00:00:00",1
"Z100054","066740","A300495","12/09/99 00:00:00",1
"Z100027","039450","A300496","07/02/97 00:00:00",1
"Z100027","039450","A300498","07/02/97 00:00:00",1
"Z100027","039450","A300500","07/02/97 00:00:00",1
"Z100053","066741","A300502","08/13/99 00:00:00",1
"Z100030","091285","A300504","07/02/97 00:00:00",1
"Z100069","066800","A300505","02/25/99 00:00:00",1
"Z100023","033845","A300506","05/15/97 00:00:00",1
"Z100050","006740","A300507","08/12/99 00:00:00",1
"Z100030","091285","A300508","07/02/97 00:00:00",1
"Z100054","066740","A300512","12/09/99 00:00:00",1
"Z100054","066740","A300513","12/09/99 00:00:00",1
"Z100054","066740","A300516","12/09/99 00:00:00",1
"Z100054","066740","A300520","12/09/99 00:00:00",1
"Z100028","028820","A300521","07/02/97 00:00:00",1
"Z100016","079510","A300522","06/01/95 00:00:00",1
"Z100030","091285","A300524","07/02/97 00:00:00",1
"Z100030","091285","A300525","07/02/97 00:00:00",1
"Z100030","091285","A300526","07/02/97 00:00:00",1
"Z100027","039450","A300533","07/02/97 00:00:00",1
"Z100074","085540","A300535","04/04/99 00:00:00",1
"Z100030","091285","A300536","07/02/97 00:00:00",1
"Z100030","091285","A300537","07/02/97 00:00:00",1
"Z100053","066741","A300539","08/13/99 00:00:00",1
"Z100030","091285","A300540","07/02/97 00:00:00",1
"Z100054","066740","A300542","12/09/99 00:00:00",1
"Z100030","091285","A300543","07/02/97 00:00:00",1
"Z100013","033841","A300547","05/02/95 00:00:00",1
"Z100053","066741","A300556","08/13/99 00:00:00",1
"Z100054","066740","A300557","12/09/99 00:00:00",1
"Z100030","091285","A300562","07/02/97 00:00:00",1
"Z100016","079510","A300565","06/01/95 00:00:00",1
"Z100054","066740","A300566","12/09/99 00:00:00",1
"Z100054","066740","A300568","12/09/99 00:00:00",1
"Z100030","091285","A300569","07/02/97 00:00:00",1
"Z100027","039450","A300570","07/02/97 00:00:00",1
"Z100030","091285","A300573","07/02/97 00:00:00",1
"Z100054","066740","A300576","12/09/99 00:00:00",1
"Z100054","066740","A300577","12/09/99 00:00:00",1
"Z100054","066740","A300578","12/09/99 00:00:00",1
"Z100054","066740","A300580","12/09/99 00:00:00",1
"Z100051","079510","A300582","08/12/99 00:00:00",1
"Z100050","006740","A300584","08/12/99 00:00:00",1
"Z100054","066740","A300585","12/09/99 00:00:00",1
"Z100050","006740","A300587","08/12/99 00:00:00",1
"Z100016","079510","A300592","06/01/95 00:00:00",1
"Z100051","079510","A300593","08/12/99 00:00:00",1
"Z100051","079510","A300594","08/12/99 00:00:00",1
"Z100027","039450","A300595","07/02/97 00:00:00",1
"Z100013","033841","A300596","05/02/95 00:00:00",1
"Z100013","033841","A300597","05/02/95 00:00:00",1
"Z100054","066740","A300598","12/09/99 00:00:00",1
"Z100030","091285","A300601","07/02/97 00:00:00",1
"Z100053","066741","A300604","08/13/99 00:00:00",1
"Z100052","033841","A300605","08/12/99 00:00:00",1
"Z100052","033841","A300606","08/12/99 00:00:00",1
"Z100054","066740","A300607","12/09/99 00:00:00",1
"Z100054","066740","A300608","12/09/99 00:00:00",1
"Z100030","091285","A300609","07/02/97 00:00:00",1
"Z100065","091290","A300610","11/20/99 00:00:00",1
"Z200002","085540","A300612","12/23/99 00:00:00",1
"Z100054","066740","A300616","12/09/99 00:00:00",1
"Z100054","066740","A300622","12/09/99 00:00:00",1
"Z100052","033841","A300623","08/12/99 00:00:00",1
"Z100054","066740","A300624","12/09/99 00:00:00",1
"Z100054","066740","A300625","12/09/99 00:00:00",1
"Z100051","079510","A300628","08/12/99 00:00:00",1
"Z100050","006740","A300629","08/12/99 00:00:00",1
"Z100054","066740","A300632","12/09/99 00:00:00",1
"Z100023","033845","A300633","05/15/97 00:00:00",1
"Z200002","085540","A300634","12/23/99 00:00:00",1
"Z100074","085540","A300637","04/04/99 00:00:00",1
"Z100031","085540","A300639","07/02/97 00:00:00",1
"Z100054","066740","A300642","12/09/99 00:00:00",1
"Z100027","039450","A300646","07/02/97 00:00:00",1
"Z100075","081150","A300648","11/24/99 00:00:00",1
"Z100074","085540","A300651","04/04/99 00:00:00",1
"Z100031","085540","A300652","07/02/97 00:00:00",1
"Z100069","066800","A300657","02/25/99 00:00:00",1
"Z200002","085540","A300661","12/23/99 00:00:00",1
"Z100054","066740","A300662","12/09/99 00:00:00",1
"Z200002","085540","A300663","12/23/99 00:00:00",1
"Z100054","066740","A300664","12/09/99 00:00:00",1
"Z100074","085540","A300677","04/04/99 00:00:00",1
"Z100054","066740","A300680","12/09/99 00:00:00",1
"Z100054","066740","A300684","12/09/99 00:00:00",1
"Z100054","066740","A300686","12/09/99 00:00:00",1
"Z100026","021590","A300689","07/02/97 00:00:00",1
"Z100054","066740","A300694","12/09/99 00:00:00",1
"Z100054","066740","A300703","12/09/99 00:00:00",1
"Z100031","085540","A300704","07/02/97 00:00:00",1
"Z100031","085540","A300707","07/02/97 00:00:00",1
"Z100054","066740","A300709","12/09/99 00:00:00",1
"Z200002","085540","A300716","12/23/99 00:00:00",1
"Z100068","033840","A300718","08/10/99 00:00:00",1
"Z100054","066740","A300721","12/09/99 00:00:00",1
"Z100054","066740","A300725","12/09/99 00:00:00",1
"Z100030","091285","A300730","07/02/97 00:00:00",1
"Z100031","085540","A300735","07/02/97 00:00:00",1
"Z100053","066741","A300739","08/13/99 00:00:00",1
"Z100069","066800","A300742","02/25/99 00:00:00",1
"Z100031","085540","A300744","07/02/97 00:00:00",1
"Z100016","079510","A300746","06/01/95 00:00:00",1
"Z200002","085540","A300748","12/23/99 00:00:00",1
"Z100054","066740","A300749","12/09/99 00:00:00",1
"Z100031","085540","A300751","07/02/97 00:00:00",1
"Z100054","066740","A300754","12/09/99 00:00:00",1
"Z100031","085540","A300764","07/02/97 00:00:00",1
"Z100069","066800","A300767","02/25/99 00:00:00",1
"WN00001","070020","A300769","04/23/99 00:00:00",1
"WN00002","070020","A300773","04/23/99 00:00:00",1
"Z200002","085540","A300774","12/23/99 00:00:00",1
"Z100030","091285","A300776","07/02/97 00:00:00",1
"Z100029","036580","A300778","07/02/97 00:00:00",1
"Z100031","085540","A300780","07/02/97 00:00:00",1
"Z100030","091285","A300781","07/02/97 00:00:00",1
"Z100054","066740","A300783","12/09/99 00:00:00",1
"Z100026","021590","A300787","07/02/97 00:00:00",1
"Z100050","006740","A300789","08/12/99 00:00:00",1
"Z100023","033845","A300793","05/15/97 00:00:00",1
"Z100054","066740","A300794","12/09/99 00:00:00",1
"Z100051","079510","A300796","08/12/99 00:00:00",1
"Z200002","085540","A300798","12/23/99 00:00:00",1
"Z100030","091285","A300806","07/02/97 00:00:00",1
"Z100031","085540","A300807","07/02/97 00:00:00",1
"Z100054","066740","A300812","12/09/99 00:00:00",1
"Z100016","079510","A300814","06/01/95 00:00:00",2
"Z100030","091285","A300815","07/02/97 00:00:00",1
"Z100030","091285","A300816","07/02/97 00:00:00",1
"Z100054","066740","A300821","12/09/99 00:00:00",1
"Z100074","085540","A300822","04/04/99 00:00:00",1
"Z100054","066740","A300825","12/09/99 00:00:00",1
"Z100054","066740","A300826","12/09/99 00:00:00",1
"Z100016","079510","A300827","06/01/95 00:00:00",1
"Z100030","091285","A300828","07/02/97 00:00:00",1
"Z100016","079510","A300833","06/01/95 00:00:00",1
"Z100065","091290","A300836","11/20/99 00:00:00",1
"Z100054","066740","A300840","12/09/99 00:00:00",1
"Z100054","066740","A300842","12/09/99 00:00:00",1
"Z200003","085541","A300855","12/23/99 00:00:00",1
"Z100074","085540","A300856","04/04/99 00:00:00",1
"Z100054","066740","A300857","12/09/99 00:00:00",1
"Z100054","066740","A300862","12/09/99 00:00:00",1
"Z100013","033841","A300864","05/02/95 00:00:00",1
"N000555","066820","A300870","02/27/99 00:00:00",1
"Z100029","036580","B000050","07/02/97 00:00:00",2
"Z100027","039450","B000055","07/02/97 00:00:00",2
"Z100005","079511","B000056","06/01/95 00:00:00",2
"Z100050","006740","B000064","08/12/99 00:00:00",2
"Z100009","021575","B000066","05/08/95 00:00:00",2
"Z100036","033841","B000066","05/06/98 00:00:00",2
"Z100040","091286","B000074","11/20/98 00:00:00",2
"Z100053","066741","B000080","08/13/99 00:00:00",2
"Z100030","091285","B000081","07/02/97 00:00:00",2
"Z200002","085540","B000088","12/23/99 00:00:00",2
"Z100053","066741","B000089","08/13/99 00:00:00",2
"Z100030","091285","B000090","07/02/97 00:00:00",2
"Z100014","014995","B000102","05/04/95 00:00:00",2
"Z100030","091285","B000105","07/02/97 00:00:00",2
"Z200004","085540","B000106","02/21/99 00:00:00",2
"Z100042","085541","B000106","11/20/98 00:00:00",2
"Z100006","066740","B000108","05/05/95 00:00:00",2
"Z100054","066740","B000109","12/09/99 00:00:00",2
"Z100023","033845","B000117","05/15/97 00:00:00",2
"Z100005","079511","B000122","06/01/95 00:00:00",2
"Z100005","079511","B000123","06/01/95 00:00:00",2
"Z100031","085540","B000140","07/02/97 00:00:00",2
"Z100022","081150","B000141","01/13/96 00:00:00",2
"Z100029","036580","B000151","07/02/97 00:00:00",2
"Z100031","085540","B000154","07/02/97 00:00:00",2
"Z100027","039450","B000160","07/02/97 00:00:00",2
"Z100052","033841","B000172","08/12/99 00:00:00",2
"Z200004","085540","B000173","02/21/99 00:00:00",2
"Z100042","085541","B000173","11/20/98 00:00:00",2
"Z100022","081150","B000180","01/13/96 00:00:00",2
"Z100031","085540","B000185","07/02/97 00:00:00",2
"Z100074","085540","B000187","04/04/99 00:00:00",2
"Z100054","066740","B000188","12/09/99 00:00:00",2
"Z100027","039450","B000189","07/02/97 00:00:00",2
"Z100052","033841","B000190","08/12/99 00:00:00",2
"Z100030","091285","B000193","07/02/97 00:00:00",2
"Z100030","091285","B000195","07/02/97 00:00:00",2
"Z100074","085540","B000196","04/04/99 00:00:00",2
"Z100074","085540","B000198","04/04/99 00:00:00",2
"Z100027","039450","B000199","07/02/97 00:00:00",2
"Z100030","091285","B000200","07/02/97 00:00:00",2
"Z100065","091290","B000201","11/20/99 00:00:00",2
"Z100030","091285","B000209","07/02/97 00:00:00",2
"Z100006","066740","B000213","05/05/95 00:00:00",2
"Z100030","091285","B000215","07/02/97 00:00:00",2
"Z200004","085540","B000235","02/21/99 00:00:00",2
"Z100042","085541","B000235","11/20/98 00:00:00",2
"Z100030","091285","B000244","07/02/97 00:00:00",2
"Z100030","091285","B000246","07/02/97 00:00:00",2
"Z100030","091285","B000247","07/02/97 00:00:00",2
"Z100050","006740","B000249","08/12/99 00:00:00",2
"Z100030","091285","B000250","07/02/97 00:00:00",2
"Z100013","033841","B000254","05/02/95 00:00:00",2
"Z100030","091285","B000255","07/02/97 00:00:00",2
"Z100030","091285","B000256","07/02/97 00:00:00",2
"Z100030","091285","B000258","07/02/97 00:00:00",2
"Z100054","066740","B000261","12/09/99 00:00:00",2
"Z100027","039450","B000263","07/02/97 00:00:00",2
"Z100053","066741","B000266","08/13/99 00:00:00",2
"Z100016","079510","B000271","06/01/95 00:00:00",2
"Z200004","085540","B000276","02/21/99 00:00:00",2
"Z100042","085541","B000276","11/20/98 00:00:00",2
"Z200002","085540","B000288","12/23/99 00:00:00",2
"Z100053","066741","B000296","08/13/99 00:00:00",2
"Z100008","019076","B000311","05/08/95 00:00:00",2
"Z100053","066741","B000318","08/13/99 00:00:00",2
"Z100054","066740","B000321","12/09/99 00:00:00",2
"Z100027","039450","B000329","07/02/97 00:00:00",2
"Z100013","033841","B000332","05/02/95 00:00:00",2
"Z100030","091285","B000338","07/02/97 00:00:00",2
"Z100030","091285","B000340","07/02/97 00:00:00",2
"Z100054","066740","B000342","12/09/99 00:00:00",2
"Z100013","033841","B000343","05/02/95 00:00:00",2
"Z200004","085540","B000347","02/21/99 00:00:00",2
"Z100042","085541","B000347","11/20/98 00:00:00",2
"Z200004","085540","B000348","02/21/99 00:00:00",2
"Z100042","085541","B000348","11/20/98 00:00:00",2
"Z200004","085540","B000349","02/21/99 00:00:00",2
"Z100042","085541","B000349","11/20/98 00:00:00",2
"Z100027","039450","B000352","07/02/97 00:00:00",2
"Z100009","021575","B000354","05/08/95 00:00:00",2
"Z100037","030910","B000354","07/27/98 00:00:00",2
"Z100054","066740","B000359","12/09/99 00:00:00",2
"Z100015","066741","B000364","05/04/95 00:00:00",2
"Z100030","091285","B000371","07/02/97 00:00:00",2
"Z100030","091285","B000372","07/02/97 00:00:00",2
"Z100009","021575","B000373","05/08/95 00:00:00",2
"Z100037","030910","B000373","07/27/98 00:00:00",2
"Z100027","039450","B000375","07/02/97 00:00:00",2
"Z100030","091285","B000377","07/02/97 00:00:00",2
"Z100027","039450","B000391","07/02/97 00:00:00",2
"Z100027","039450","B000393","07/02/97 00:00:00",2
"Z100031","085540","B000399","07/02/97 00:00:00",2
"Z100006","066740","B000403","05/05/95 00:00:00",2
"Z100029","036580","B000405","07/02/97 00:00:00",2
"Z100030","091285","B000408","07/02/97 00:00:00",2
"Z100054","066740","B000409","12/09/99 00:00:00",2
"Z100029","036580","B000410","07/02/97 00:00:00",2
"Z100022","081150","B000414","01/13/96 00:00:00",2
"Z100054","066740","B000415","12/09/99 00:00:00",2
"Z200002","085540","B000420","12/23/99 00:00:00",2
"Z100030","091285","B000422","07/02/97 00:00:00",2
"Z100054","066740","B000424","12/09/99 00:00:00",2
"Z100054","066740","B000425","12/09/99 00:00:00",2
"Z200002","085540","B000426","12/23/99 00:00:00",2
"Z100027","039450","B000429","07/02/97 00:00:00",2
"Z100009","021575","B000437","05/08/95 00:00:00",2
"Z100037","030910","B000437","07/27/98 00:00:00",2
"Z100030","091285","B000438","07/02/97 00:00:00",2
"Z100054","066740","B000444","12/09/99 00:00:00",2
"Z100016","079510","B000446","06/01/95 00:00:00",2
"Z100027","039450","B000447","07/02/97 00:00:00",2
"Z100008","019076","B000450","05/08/95 00:00:00",2
"Z100009","021575","B000456","05/08/95 00:00:00",2
"Z100037","030910","B000456","07/27/98 00:00:00",2
"Z100054","066740","B000467","12/09/99 00:00:00",2
"Z100031","085540","B000470","07/02/97 00:00:00",2
"Z100054","066740","B000476","12/09/99 00:00:00",2
"Z100014","014995","B000479","05/04/95 00:00:00",2
"Z100009","021575","B000480","05/08/95 00:00:00",2
"Z100025","066741","B000480","06/09/97 00:00:00",2
"Z100006","066740","B000484","05/05/95 00:00:00",2
"Z100031","085540","B000496","07/02/97 00:00:00",2
"Z100005","079511","B000509","06/01/95 00:00:00",2
"Z100005","079511","B000510","06/01/95 00:00:00",2
"Z100005","079511","B000511","06/01/95 00:00:00",2
"Z100005","079511","B000512","06/01/95 00:00:00",2
"Z100030","091285","B000520","07/02/97 00:00:00",2
"Z100030","091285","B000523","07/02/97 00:00:00",2
"Z100027","039450","B000532","07/02/97 00:00:00",2
"Z100030","091285","B000543","07/02/97 00:00:00",2
"Z100028","028820","B000547","07/02/97 00:00:00",2
"Z100028","028820","B000548","07/02/97 00:00:00",2
"Z100008","019076","B000555","05/08/95 00:00:00",2
"Z100051","079510","B000560","08/12/99 00:00:00",2
"Z100035","006741","B000569","02/26/98 00:00:00",2
"Z100007","027830","B000569","05/04/95 00:00:00",2
"Z100008","019076","B000575","05/08/95 00:00:00",2
"Z100009","021575","B000583","05/08/95 00:00:00",2
"Z100037","030910","B000583","07/27/98 00:00:00",2
"Z200004","085540","B000589","02/21/99 00:00:00",2
"Z100042","085541","B000589","11/20/98 00:00:00",2
"Z100022","081150","B000603","01/13/96 00:00:00",2
"Z100005","079511","B000611","06/01/95 00:00:00",2
"Z200002","085540","B000614","12/23/99 00:00:00",2
"Z100009","021575","B000622","05/08/95 00:00:00",2
"Z100037","030910","B000622","07/27/98 00:00:00",2
"Z100031","085540","B000626","07/02/97 00:00:00",2
"Z100030","091285","B000639","07/02/97 00:00:00",2
"Z100065","091290","B000640","11/20/99 00:00:00",2
"Z100030","091285","B000641","07/02/97 00:00:00",2
"Z100016","079510","B000653","06/01/95 00:00:00",2
"Z100016","079510","B000655","06/01/95 00:00:00",2
"Z100027","039450","B000662","07/02/97 00:00:00",2
"Z100026","021590","B000703","07/02/97 00:00:00",2
"Z100006","066740","B000711","05/05/95 00:00:00",2
"Z100031","085540","B000713","07/02/97 00:00:00",2
"Z100030","091285","B000714","07/02/97 00:00:00",2
"Z100030","091285","B000715","07/02/97 00:00:00",2
"Z100030","091285","B000717","07/02/97 00:00:00",2
"Z100065","091290","B000718","11/20/99 00:00:00",2
"Z100022","081150","B000727","01/13/96 00:00:00",2
"Z100029","036580","B000730","07/02/97 00:00:00",2
"Z100030","091285","B000737","07/02/97 00:00:00",2
"Z100052","033841","B000744","08/12/99 00:00:00",2
"Z100022","081150","B000748","01/13/96 00:00:00",2
"Z100015","066741","B000752","05/04/95 00:00:00",2
"Z100035","006741","B000756","02/26/98 00:00:00",2
"Z100007","027830","B000756","05/04/95 00:00:00",2
"Z100031","085540","B000757","07/02/97 00:00:00",2
"Z100030","091285","B000762","07/02/97 00:00:00",2
"Z100016","079510","B000764","06/01/95 00:00:00",2
"Z100027","039450","B000770","07/02/97 00:00:00",2
"Z100006","066740","B000781","05/05/95 00:00:00",2
"Z100016","079510","B000785","06/01/95 00:00:00",2
"Z100029","036580","B000802","07/02/97 00:00:00",2
"Z100023","033845","B000810","05/15/97 00:00:00",2
"Z100027","039450","B000822","07/02/97 00:00:00",2
"Z100008","019076","B000824","05/08/95 00:00:00",2
"Z100006","066740","B000829","05/05/95 00:00:00",2
"Z100030","091285","B000831","07/02/97 00:00:00",2
"Z100027","039450","B000840","07/02/97 00:00:00",2
"Z100027","039450","B000841","07/02/97 00:00:00",2
"Z200004","085540","B000847","02/21/99 00:00:00",2
"Z100042","085541","B000847","11/20/98 00:00:00",2
"Z100053","066741","B000862","08/13/99 00:00:00",2
"Z100014","014995","B000863","05/04/95 00:00:00",2
"Z100005","079511","B000869","06/01/95 00:00:00",2
